department,name,description,credits,prerequisites,corequisites,,,,,,,,,,,,
NURS,NURS 424 Clincial Nursing Focus: Individuals and Families with  Mental Health Concerns,"Credit is given for one of NURS 420, 422, 423, 424, or 425.",Credits: 6,"Pre-reqs:     All of NURS 302, NURS 303, NURS 304, NURS 305, NURS 306, NURS 333, NURS 334, NURS 335, NURS 336, NURS 337, NURS 338, NURS 339, NURS 340, NURS 341, NURS 342, NURS 343.",Co-reqs:      NURS 344.,,,,,,,,,,,,
CLST,CLST 548 Major Essay,,Credits: 0,null,null,,,,,,,,,,,,
RUSS,RUSS 207 Twentieth-Century Russian Writers in Translation,"The writings, lives, and thought of major Russian authors.",Credits: 3,null,null,,,,,,,,,,,,
CAPS,CAPS 498 Cooperative Work Placement III,"Approved and supervised relevant work experience in an industrial, academic, or government setting for a minimum of 13 weeks full time. Work term report required. Restricted to students admitted to the Co-op Option in Honours Cellular, Anatomical and Physiological Sciences (B.Sc.).",Credits: 3,"Pre-reqs:     One of CAPS 399, PHYL 399.",null,,,,,,,,,,,,
ITST,ITST 345 Italian Fascism in Interdisciplinary Perspective,"The cultural, literary, philosophical roots of Fascism and its evolution: its policies in literature, sports, cinema, architecture, racial legislation, and colonial adventures.",Credits: 3,null,null,,,,,,,,,,,,
MECH,MECH 225 Integration of Engineering Concepts II,"Integration of the theory and practice of Mechanical Engineering to illustrate the commonality and conceptual connectivity of seemingly different technical areas. Emphasis on thermodynamics, fluid mechanics, and mathematics.",Credits: 1,Co-reqs:      MECH 222.,null,,,,,,,,,,,,
EOSC,EOSC 250 Fields and Fluxes,"Application of classical theory of scalar and vector fields to geophysical sciences. Conductive, convective and radiative energy flux, gravitation, electrostatics, and magnetostatics. Gauss' and Stokes' theorems.",Credits: 3,"Pre-reqs:     One of PHYS 101, PHYS 107, PHYS 117, PHYS 157.","Co-reqs:      MATH 200.  (One of PHYS 102, 108, 118, 158 is recommended.)",,,,,,,,,,,,
CAPS,CAPS 200 Biomedical Research: Essential Skills and Concepts,"Analysis of the underlying questions and assumptions, experimental approach, results and significance of work described in selected biomedical research presentations.",Credits: 3,Pre-reqs:     BIOL 200. (Limited to students in second year.),null,,,,,,,,,,,,
BIOC,BIOC 548A Directed Studies - DIRECTED STUDIES,"In special cases, with approval of the department head, advanced courses may be arranged for graduate students in attendance.",Credits: 2,null,null,,,,,,,,,,,,
COMM,COMM 477 Risk Management and Financial Engineering,Principles of financial engineering and risk management. Use of derivatives in risk management. Valuation and hedging models for contingent claims.,Credits: 3,Pre-reqs:     COMM 374.,null,,,,,,,,,,,,
EOSC,EOSC 595G Directed Studies - DIRECTED STUDIES,,Credits: 3,null,null,,,,,,,,,,,,
EOSC,EOSC 478 Introduction to Fisheries Science,"An introduction to the ecology and management of freshwater and marine fisheries. Topics include: population dynamics, species interactions, communities, environmental influences, stock assessment, economics and sociology of fisheries. Laboratories will consist of numerical analyses and simulations.",Credits: 3,null,null,,,,,,,,,,,,
DENT,DENT 570 Periodontal Case Management,,Credits: 2,null,null,,,,,,,,,,,,
GEOB,GEOB 448B Directed Studies in Geographical Biogeoscience - DS GEOGCL BIOSCI,For fourth-year students in Geography to permit investigation of a topic to be agreed upon by a member of the faculty and the student. Permission of the department head and of a supervisory faculty member is required. Credit will be given for only one of GEOB 448 and GEOG 448.,Credits: 4,null,null,,,,,,,,,,,,
SWED,SWED 100 Elementary Swedish I,,Credits: 3,null,null,,,,,,,,,,,,
PSYC,PSYC 401 Clinical Psychology,Theoretical and research foundations of the processes of assessment and behaviour modification in clinical psychology. Credit will not be given for both PSYC 400 and PSYC 401.,Credits: 3,Pre-reqs:     PSYC 300.,null,,,,,,,,,,,,
ORPA,ORPA 725 Bone Tumour Registry,"A review of musculoskeletal oncology and related problems with presentation of clinical and laboratory information, radiographs and pathological materials. One and one-half hours monthly.",Credits: 0,null,null,,,,,,,,,,,,
PSYC,PSYC 530 Assessment: A Critical Survey,,Credits: 3,null,null,,,,,,,,,,,,
INDS,INDS 530D Directed Studies - DIRECTED STUDIES,A series of directed readings related to student's area of interdisciplinary studies. This advanced course may be taken upon approval of the Program head.,Credits: 3,null,null,,,,,,,,,,,,
EOSC,EOSC 315 The Ocean Ecosystem,"An introduction to life in the oceans, its variety and evolution; primary producers and their links to the environment, zooplankton, marine communities, living marine resources and their role in today's world. Not for credit in the Faculties of Science or Applied Science.",Credits: 3,Pre-reqs:      (Second-year standing),null,,,,,,,,,,,,
MECH,MECH 220 Technical Skills Practicum,"Engineering graphics, spatial visualization, CAD, equation solvers, machine shop practice, electronic circuit construction and troubleshooting, elements of engineering science.",Credits: 4,"Pre-reqs:     All of MATH 101, MATH 152, PHYS 170 and one of APSC 150, APSC 151 and either (a) PHYS 153 or (b) all of PHYS 157, PHYS 158, PHYS 159.","Co-reqs:      All of ENGL 112, MECH 221.",,,,,,,,,,,,
POLI,POLI 549A Master's Thesis - MASTERS THESIS,,Credits: 12,null,null,,,,,,,,,,,,
EDCP,EDCP 313A Choral Pedagogy: Secondary - CHORAL PDY: SEC,,Credits: 4,null,null,,,,,,,,,,,,
BUSI,BUSI 291 Application of Statistics in Business,"Methods and applications of statistics in business; data analysis, descriptive regression; data generation; sampling distributions; hypothesis testing; confidence intervals; two sample problems; inference in regression.",Credits: 3,Equivalents:  COMM 291,null,,,,,,,,,,,,
MINE,MINE 590V Special Advanced Topics - CLIMATE CHNG MNG,A special advanced course may be arranged upon the approval of the department head.,Credits: 6,Pre-reqs:      (Permission of instructor is required.),null,,,,,,,,,,,,
ARBC,ARBC 201 Classical Arabic (Intermediate) I,Increased reading ability as well as learning the further essentials of grammar.,Credits: 3,Pre-reqs:     ARBC 102.,null,,,,,,,,,,,,
EDUC,EDUC 496G Practicum (Secondary) for Previously Certified Teachers - TEACH PRACT SECD,Pass/Fail.,Credits: 16,Pre-reqs:      (Recent completion of secondary teaching methods courses in the subjects to be taught.),null,,,,,,,,,,,,
AUDI,AUDI 570 Case Studies in Phonological Intervention and Aural (Re)habilitation,,Credits: 3,null,null,,,,,,,,,,,,
CNPS,CNPS 588C Supervised Training in Counselling - SUPRVSD TRAINING,Initial counselling experience under faculty supervision in department training centres.,Credits: 6,null,null,,,,,,,,,,,,
HIST,HIST 333B Third-Year Honours Seminar - 3RD YR HONRS SEM,,Credits: 3,null,null,,,,,,,,,,,,
FREN,FREN 123 Contemporary French Language and Literature II,"Continuation of FREN 122 with emphasis on literature, essay writing and textual analysis.",Credits: 3,Pre-reqs:     FREN 122. (or assignment based on placement test.),null,,,,,,,,,,,,
EPSE,EPSE 316 Learning Disabilities,"Identification, assessment and needs of children with learning disabilities.",Credits: 3,"Pre-reqs:     One of EPSE 312, EPSE 317.",null,,,,,,,,,,,,
APSC,APSC 412 Co-operative Work Placement,"Supervised, technical work experience in an approved company or organization for a minimum of three months. Technical report. Restricted to students meeting the requirements of the Faculty of Applied Science and Co-operative Education Programs.",Credits: 6,null,null,,,,,,,,,,,,
ANTH,ANTH 545A Graduate Research Seminar - GRAD RSRCH SEM,,Credits: 3,null,null,,,,,,,,,,,,
AUDI,AUDI 569 Hearing and Aging,,Credits: 1.5,null,null,,,,,,,,,,,,
EPSE,EPSE 519 Development of English Language Skills of Deaf and Hard of Hearing Students,,Credits: 3,Pre-reqs:     EPSE 521. (LING 320 is recommended.),Co-reqs:      EPSE 521.,,,,,,,,,,,,
CHEM,CHEM 313 Advanced Organic Chemistry for the Life Sciences,Chemistry of organic substances having particular relevance to the life sciences.,Credits: 3,Pre-reqs:     CHEM 213.,null,,,,,,,,,,,,
RMST,RMST 234 Introduction to Romance Language Cinema,,Credits: 3,null,null,,,,,,,,,,,,
EOSC,EOSC 474 Marine Pollution,"An interdisciplinary study of pollution, with examples drawn from coastal and oceanic environments, including areas of local interest. Intended for third and fourth year students with a background in the sciences.",Credits: 3,null,null,,,,,,,,,,,,
BIOC,BIOC 399 Internship Work Placement II,Approved and supervised technical work experience in an industrial or academic research setting for four months. Technical report required. Restricted to students admitted to the Internship Program in Biochemistry and Molecular Biology.,Credits: 3,Pre-reqs:     BIOC 398.,null,,,,,,,,,,,,
WOOD,WOOD 310 Co-operative Work Placement,Approved and supervised work experience with a public or private organization for a minimum of 13 weeks full-time. Final work term assignment required. Restricted to students in the Co-operative Education Program in Wood Products Processing.,Credits: 3,Pre-reqs:      (Permission of the Co-op Coordinator.),null,,,,,,,,,,,,
PHYS,PHYS 473 Applied Nuclear Physics,"Radioactive decay and radiations, nuclear properties, interactions of neutrons, physical principles of power reactors, nuclear fusion, radiation monitoring, and safety.",Credits: 3,"Pre-reqs:     One of PHYS 304, PHYS 450.",null,,,,,,,,,,,,
SPPH,SPPH 607 Ph.D. Research Seminar,Required course in Ph.D. program. Topics of current interest will be presented and discussed by students and various faculty.,Credits: 1.5,null,null,,,,,,,,,,,,
NURS,NURS 590S Directed Studies in Nursing - DIRECTED STUDIES,,Credits: 6,Pre-reqs:     NURS 511.,null,,,,,,,,,,,,
FREN,FREN 112 Intermediate French II,Not available for credit to students with FREN 12.,Credits: 3,Pre-reqs:     FREN 111. (or equivalent.),null,,,,,,,,,,,,
MUSC,MUSC 528A Seminar in Music Since 1900 - EARLY MODERNISM,,Credits: 3,null,null,,,,,,,,,,,,
FRST,FRST 270 Community Forests and Community Forestry,"Community forests and community forestry throughout the world, with special attention to participation by aboriginal peoples; emphasis is on forms of governance, public participation, and adaptive learning.",Credits: 3,null,null,,,,,,,,,,,,
CNPS,CNPS 598H Field Experiences - FIELD EXPERIENCE,For students in the master's program. Pass/Fail.,Credits: 6,null,null,,,,,,,,,,,,
THTR,THTR 499A Production III - PRODUCTION III,Assigned projects in Theatre or Film design and production.,Credits: 6,Pre-reqs:     THTR 399.,"Co-reqs:      One of THTR 405, THTR 406, THTR 407, THTR 408, THTR 450, THTR 452, THTR 454, THTR 456, THTR 470.",,,,,,,,,,,,
PSYC,PSYC 335 Gambling and Decision Making,"The psychology of gambling behaviour, with emphasis on relevant work from judgment and decision-making, the cognitive neuroscience of choice, and clinical perspectives on disordered gambling.",Credits: 3,"Pre-reqs:     Either (a) PSYC 100 or (b) all of PSYC 101, PSYC 102.",null,,,,,,,,,,,,
EXCH,EXCH 101 CUSAP EXCHANGE,,Credits: 0,null,null,,,,,,,,,,,,
APBI,APBI 496A Applied Animal Biology Practicum - APBI PRACTICUM,"Application of principles and concepts of Applied Animal Biology to experiential learning in the fields of wild, companion, lab, and farm animal welfare and management.",Credits: 3,Pre-reqs:      (Third-year standing or higher. APBI 314 and/or APBI 315 are recommended.),null,,,,,,,,,,,,
VISA,VISA 581 MFA Studio V,,Credits: 12,"The Practice of Reading and Writing: Today, artists who pursue an MFA (and ever more frequently now a PhD) with the aim of dedicating themselves to developing a challenging art practice, as well as of preparing themselves to enter fully into the contemporary art world, rarely just make artworks anymore. They read a fair bit (usually for research purposes or inspiration). Many teach, curate, write, and/or do lectures and talks. This could be understood as playing into bureaucratic norms, or enriching/complicating the current discourse around art. Reading, writing, and performing can be a deciding factor not only on one\'s position within the art world, but also on the impact your art practice will have on the public.",null,,,,,,,,,,,,
BAMS,BAMS 523 Managerial Decisions Modeling and Analytics,,Credits: 1.5,null,null,,,,,,,,,,,,
SOWK,SOWK 601 Social Work Doctoral Seminar,"Critical examination of research, teaching, proposal writing and publication.",Credits: 3,null,null,,,,,,,,,,,,
ARST,ARST 592A Directed Research Project - DIRECTED RES PRJ,,Credits: 3,Pre-reqs:     ARST 590.,null,,,,,,,,,,,,
CPSC,CPSC 320 Intermediate Algorithm Design and Analysis,"Systematic study of basic concepts and techniques in the design and analysis of algorithms, illustrated from various problem areas. Topics include: models of computation; choice of data structures; graph-theoretic, algebraic, and text processing algorithms.",Credits: 3,"Pre-reqs:     Either (a) CPSC 221 or (b) all of CPSC 260, EECE 320. (In addition to above pre-requisites: either (a) 6 credits of 2nd Yr. MATH or STAT or (b) 3 credits of 2nd Yr. MATH or STAT with a grade of 72% or better.)",null,,,,,,,,,,,,
LAW,LAW 400 Advanced Criminal Procedure,Selected topics relating to procedural law and practice in criminal matters. Credit will be granted for only one of LAW 260 or LAW 400.,Credits: 3,null,null,,,,,,,,,,,,
ANTH,"ANTH 213 Sex, Gender, and Culture",An anthropological exploration of how understandings of sex and gender are culturally and historically shaped.,Credits: 3,null,null,,,,,,,,,,,,
AUDI,AUDI 579 Practicum in Audiology for Speech-Language Pathology Majors,,Credits: 1,null,null,,,,,,,,,,,,
LLED,LLED 556A Theory and Research in Early Literacy - TH&RES EARLY LIT,,Credits: 3,null,null,,,,,,,,,,,,
CIVL,CIVL 440 Transportation Engineering II,Traffic operations and network analysis: traffic studies and data design, traffic stream flow and roadway analysis, weaving and interchange ramp analysis, intersection traffic control measures and control design, progressive signal system design, flows prediction, road network simulation and assignment algorithms, motor vehicle accident analysis, field exercises.,Credits: 3,Pre-reqs:     CIVL 340.,null,,,,
